Report Number,ACRS Report Type,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,time,day of the week,date
MCP3348000W,1,-1,9,0,0,4,-1,6,,7C8919F9-29BF-44EE-8480-DAE6D9EC6636,2,3,,12,11,1,12,13,8,2,25.0,0,2017.0,45,96,39.094585,-77.091485,11:09:00,Monday,2023-08-14
MCP1174006N,2,-1,9,0,0,4,5,6,,900272AB-0AC4-4146-AC02-A91784ACB5D8,0,1,,7,11,5,9,15,19,4,25.0,0,2010.0,131,329,38.99695461,-77.0966575,15:53:00,Thursday,2023-12-14
MCP15540011,1,-1,16,0,0,1,5,6,,D08BCC96-2798-4CF4-AE81-DADF80F59B8A,0,2,,7,11,1,13,0,8,1,35.0,0,2005.0,44,305,39.11225667,-77.17525667,20:25:00,Thursday,2015-11-12
MCP9365001Z,1,-1,9,0,0,4,5,6,,8BC5EE28-5F2B-4B35-867B-1A27DFA484FF,2,1,,7,11,5,12,14,8,4,40.0,0,2020.0,27,306,39.07639693,-76.95752421,13:55:00,Friday,2023-09-01
MCP2821002Z,1,-1,16,4,4,1,4,6,,16AE97F9-1EA1-4A43-B1E0-2723BA9E3A03,0,2,"RAIN, SNOW, WET",7,11,1,4,13,8,1,30.0,0,2017.0,50,56,39.18329183,-77.181478,22:20:00,Sunday,2023-08-06
MCP30220058,1,-1,7,0,0,5,5,-1,,8BBA51FF-41F5-4EB5-82A6-34305151CDD3,0,1,,7,11,5,12,13,19,0,40.0,0,2014.0,14,31,39.16733367,-77.280694,19:11:00,Tuesday,2023-09-05
DD56570012,2,-1,7,0,0,4,-1,6,,F4E304D8-E121-420B-8994-61FE7010A1D1,2,1,,7,11,2,9,13,1,4,10.0,0,2019.0,82,363,39.08402489,-77.14967855,13:30:00,Saturday,2023-08-05
MCP3168005Z,1,-1,15,0,-1,4,1,6,,F3831449-57DB-4A5E-94E4-C21628B5608A,2,3,,5,11,1,12,13,6,2,5.0,0,2020.0,14,377,39.0571248,-77.1171194,16:33:00,Tuesday,2023-10-10
MCP1400001J,2,-1,14,0,0,5,1,-1,,795F5471-7442-46F2-A016-028892AC4023,0,1,,7,11,2,1,13,0,4,30.0,0,2017.0,131,402,39.15240048,-77.19591696,17:30:00,Saturday,2023-11-04
MCP32000091,1,-1,16,0,0,4,4,6,,28DA7C0A-41E9-4BDB-A132-BDD911E03F98,2,3,,12,11,1,4,0,17,4,20.0,0,2017.0,60,445,39.01504967,-77.0752745,09:06:00,Friday,2023-08-18
MCP3051006Y,2,-1,15,0,0,4,1,1,,2C5561F6-BBFD-4AFD-AF40-DA29507C731C,2,1,,12,11,1,12,13,8,2,55.0,0,2005.0,17,389,39.030245,-77.12552333,18:35:00,Saturday,2023-08-26
MCP2703002Y,2,-1,9,0,0,4,-1,-1,,96D790B2-5B4A-4884-878A-6ECE411846E8,0,1,,7,11,5,9,13,8,1,25.0,0,2008.0,44,225,39.00200633,-77.004768,18:30:00,Friday,2023-08-04
DD561500FK,1,-1,9,0,0,4,1,6,,4199839C-2BBB-47F6-A473-EABAADEC73A3,0,2,,7,11,2,9,13,19,0,35.0,0,2023.0,62,374,39.07959817,-77.13663148,10:05:00,Wednesday,2023-08-02
MCP25920036,2,-1,10,0,0,4,-1,6,,89E71222-CCA2-40D7-98AA-C3D59BEA917B,2,1,,12,11,1,12,13,8,1,30.0,0,2013.0,45,335,39.15088064,-77.17062304,10:17:00,Monday,2023-10-02
MCP1378016N,1,-1,16,1,0,4,5,6,,162667BF-A70A-46ED-BD84-8DCC6D4E8D9C,0,3,,7,11,1,12,13,0,0,35.0,0,2009.0,45,57,39.14756501,-77.23296192,11:35:00,Friday,2023-11-24
MCP3095004N,1,-1,16,0,0,4,4,-1,,1B442479-7E35-4BC1-AACC-2E5B21A7BF7B,0,1,,7,11,2,1,21,17,1,35.0,0,2010.0,93,142,39.06824867,-76.962441,16:14:00,Monday,2023-09-18
MCP33470018,2,-1,9,0,-1,4,1,6,,FCF3AC11-2F9B-4D57-AAC5-E5BB45FE1762,0,1,,7,11,5,9,13,11,-1,0.0,1,2006.0,45,130,38.98619446,-77.09006384,17:30:00,Monday,2023-10-09
MCP31920044,1,-1,9,0,0,4,5,6,,5FDB8BCD-6958-4764-B40A-7507454B699C,2,2,,12,11,2,12,13,16,4,35.0,0,2006.0,87,445,39.05729238,-77.07785549,16:09:00,Friday,2023-08-18
MCP3299002V,2,-1,15,0,0,3,1,6,,F57E6E7F-B8EA-4AF7-BA83-75DC2CD21876,0,1,,7,11,5,12,16,8,0,35.0,0,2021.0,27,180,39.15027367,-77.02780859,05:58:00,Tuesday,2023-08-15
MCP2108000L,2,-1,16,0,-1,1,5,-1,,90AA06E3-FEC6-4BC9-A1D0-5FA8CF1A394E,2,1,,5,21,1,1,13,17,4,40.0,0,2003.0,95,364,39.05652,-77.11929333,05:10:00,Monday,2017-12-18
MCP0617005C,1,-1,14,0,0,4,1,7,,62FAE9FD-3454-419B-AC9F-712CD977D2E0,2,1,,12,-1,6,15,13,8,0,30.0,0,2023.0,50,427,39.09195833,-77.04224,08:16:00,Tuesday,2023-08-08
MCP2898004C,1,-1,16,0,0,1,5,-1,,773B9459-510B-453E-BB7E-71179F34A1AE,2,2,,5,11,1,3,13,5,1,40.0,0,2001.0,44,31,39.19099667,-77.247475,18:44:00,Monday,2023-11-27
MCP3089003Z,1,-1,13,4,4,4,5,-1,,383D5CEA-DBC1-49BD-AF90-4701B8396F87,2,1,,5,6,2,6,0,17,1,15.0,0,2020.0,71,430,38.99946,-77.02588167,06:48:00,Monday,2023-09-11
MCP2592003C,2,-1,16,0,0,3,4,-1,,0D80B8E2-DFDA-490B-A1F9-B41936C6BE04,0,1,,7,11,5,12,12,8,1,30.0,0,2011.0,30,419,39.15942968,-77.20580035,07:26:00,Wednesday,2023-11-01
MCP3263003J,2,-1,16,4,4,4,5,6,,184F1E43-73BE-42E9-9915-464ECE88E698,2,1,"RAIN, SNOW, WET",5,11,1,12,13,16,2,30.0,0,2007.0,131,365,38.98474237,-77.09676191,19:29:00,Friday,2023-07-28
MCP3021006T,2,-1,9,0,0,4,1,6,,39D18F01-BE34-4C19-8932-C2479D3629F2,0,1,,7,11,1,9,13,19,2,50.0,0,2021.0,123,430,39.09730167,-76.93708,10:00:00,Wednesday,2023-09-13
MCP2799007F,1,-1,16,0,0,4,5,6,,FC387721-933D-4A2B-B114-C2C35293826F,2,1,,5,11,1,12,13,5,0,35.0,0,2016.0,66,360,39.01059833,-77.00826117,17:15:00,Wednesday,2023-08-23
MCP2761004M,2,-1,15,0,0,4,1,-1,,A9FAEA91-8829-478B-BDCE-094C0295CF04,2,1,,12,-1,1,1,13,8,4,35.0,0,2014.0,45,130,39.19136837,-77.28052953,09:18:00,Thursday,2023-09-07
MCP268900B0,2,-1,16,4,4,1,4,6,,51B0CDC5-33DC-48C5-9478-22B9801BD675,0,1,,7,11,1,12,13,8,1,35.0,0,2016.0,17,235,39.04253326,-77.15953356,16:54:00,Sunday,2023-12-17
MCP3226004D,2,-1,9,0,0,4,1,6,,D06DB5E5-1521-4031-AAD9-741A234FF03E,0,1,,7,8,5,9,0,19,0,40.0,0,2017.0,27,430,39.0611265,-77.0439295,17:23:00,Tuesday,2023-09-05
DD56530031,1,3,15,1,0,1,4,7,ALCOHOL PRESENT,EDF09407-B07F-4B18-8048-C7D487758C65,2,1,,12,-1,6,12,23,7,2,50.0,0,0.0,137,428,39.07795461,-77.15156858,23:17:00,Thursday,2023-12-07
MCP2837005X,1,-1,9,-1,0,4,1,6,,E7A43A3F-F1F9-4F68-B034-6CD7B6EF3392,0,2,,7,11,5,9,13,19,4,40.0,0,2011.0,131,437,39.05411667,-77.09582167,13:45:00,Friday,2023-12-22
MCP3000004J,2,-1,3,0,0,1,5,6,,58B2E48A-AE4C-4EC1-954E-43B2EA3AA045,0,1,,7,11,1,12,13,8,4,30.0,0,2021.0,131,83,39.15927133,-77.2755785,22:37:00,Monday,2023-11-20
MCP2941004P,1,-1,16,0,0,4,1,6,,8DD02B42-3AFE-4017-A8E5-48D7017283C1,0,1,,7,11,1,12,13,8,2,30.0,0,2008.0,45,27,39.17714644,-77.15829749,07:30:00,Thursday,2023-07-27
MCP2583003V,2,-1,7,4,-1,4,-1,6,,43F0A477-B55C-4266-9470-413CBE4EE2C3,2,1,,12,26,4,15,4,10,3,0.0,0,2024.0,27,190,39.1444214,-77.4091006,14:53:00,Wednesday,2023-12-27
MCP33520017,2,-1,14,0,0,1,5,6,,3E71BADA-1EDF-40D4-AAA9-906B7FE97A96,0,1,,7,11,5,11,13,16,1,30.0,0,2022.0,62,360,39.15286062,-77.21218934,20:10:00,Friday,2023-09-22
MCP1213008C,2,-1,9,0,0,4,1,6,,22A0CA70-160D-4DDF-B198-DAD2755FB76B,2,1,,5,11,1,12,13,8,2,35.0,0,2011.0,73,31,39.09765833,-76.985475,16:45:00,Wednesday,2023-10-04
MCP3256002M,1,-1,9,0,0,4,4,6,,082CDB63-4444-4759-A960-ECE3044D5036,2,1,,5,9,3,12,14,0,4,30.0,0,2017.0,24,321,39.05613633,-76.966032,15:49:00,Wednesday,2023-11-22
EJ7886003B,2,-1,3,0,-1,1,1,6,,E44ECEBE-6AB7-483E-B424-9318AB92B833,2,1,,5,11,2,6,13,6,2,15.0,0,2019.0,45,122,39.141415,-77.18326383,19:24:00,Monday,2023-12-11
MCP2526002L,1,-1,6,0,0,2,1,6,,9E2D9EBA-1F6F-48C9-B13E-D85040151CBE,2,2,,4,11,1,12,13,8,4,30.0,0,2017.0,45,96,39.12793667,-77.349755,00:03:00,Sunday,2023-11-12
MCP2728003T,2,-1,7,1,-1,4,1,7,,C29498B1-B253-4C5D-9E02-ADE8497ABFED,2,1,,5,11,6,15,13,1,0,5.0,0,2014.0,96,58,39.01769833,-76.97864167,16:20:00,Friday,2017-07-14
MCP32000099,2,-1,7,0,-1,4,1,7,,C2E836C7-FE49-41D0-825A-02EF980E97D6,2,1,,12,11,2,15,0,18,3,5.0,0,2022.0,6,450,39.05257536,-76.95650262,15:55:00,Wednesday,2023-09-20
MCP2399007F,2,-1,7,0,0,4,-1,6,,8B068AC0-2B8F-4C63-B792-9A4350873B29,0,1,,7,11,5,8,21,10,1,30.0,0,2014.0,37,74,39.14632167,-77.17034667,16:21:00,Tuesday,2023-11-28
MCP289200FJ,2,-1,14,0,0,4,1,6,,088CD816-2CFE-4F13-BB2D-A940D604476A,0,1,,7,6,5,10,13,8,1,30.0,0,2007.0,14,430,39.01251396,-77.04145398,16:52:00,Wednesday,2023-11-08
MCP3301001Y,2,-1,9,0,0,1,1,6,,43DB84B2-A37B-4F78-9456-A9259A1AF1D4,1,1,,12,11,5,9,13,16,1,35.0,0,2015.0,44,360,39.0457,-76.95562683,23:11:00,Saturday,2023-11-11
MCP2631000V,1,-1,15,0,0,1,-1,6,,D05B0458-7781-4A07-A0FA-CF8D7282E3CD,2,3,,4,11,0,12,13,8,4,25.0,0,2011.0,27,126,38.99613667,-77.040975,05:12:00,Thursday,2016-08-11
EJ78870031,1,-1,9,1,0,4,1,6,,23E6267B-D73D-4A57-A381-7494DEE17D37,2,1,,5,11,2,12,14,8,2,35.0,0,2017.0,17,369,39.14959157,-77.21575583,08:30:00,Friday,2023-09-29
MCP2422001H,2,-1,7,0,-1,4,-1,-1,,BAA0BE2F-3CA1-4F94-8061-AA7A35795FCC,0,1,,7,11,5,10,13,10,3,15.0,0,2004.0,131,115,39.17116151,-77.20496178,11:38:00,Saturday,2016-08-20
MCP3280004C,2,-1,7,7,0,1,5,7,,01E6E5D6-E81D-4BCD-A205-4D67D6D5D464,0,1,,7,-1,2,10,13,19,1,40.0,0,2003.0,131,83,39.05252161,-76.95313025,17:50:00,Friday,2023-11-24
MCP9301004R,1,-1,16,-1,0,1,5,-1,,D0165CB7-629A-4B70-9253-48327A8331A7,0,2,,7,11,1,12,13,8,0,35.0,0,2006.0,44,31,39.15631326,-77.16553455,05:15:00,Thursday,2023-09-21
MCP29590025,2,-1,9,-1,0,1,1,7,,AB21EC35-3606-4DDC-B75F-789EA8DFDA79,2,1,,12,-1,5,1,0,20,0,20.0,0,2002.0,27,180,39.050101,-77.07171232,04:00:00,Sunday,2016-12-11
MCP32260043,1,-1,6,0,0,4,1,6,,950656A1-0910-48E2-81D7-38A94C593653,2,3,,5,11,1,13,0,4,0,35.0,0,2022.0,62,380,39.12125467,-77.0247235,16:51:00,Monday,2023-07-17
MCP2875007Z,2,-1,6,0,-1,4,1,7,,32C18DA5-DE64-4EA9-A91C-CABD1D95B2AD,2,1,,12,11,5,6,0,6,2,0.0,0,2010.0,131,329,39.17967086,-77.23938866,16:30:00,Thursday,2023-12-14
DD5658001F,2,-1,7,0,0,4,1,-1,,DCC539AA-3BDB-416F-9ED6-1F15B53EA7AE,2,1,,12,11,5,12,13,8,1,25.0,0,2008.0,68,31,39.09008867,-77.19459517,12:05:00,Sunday,2023-11-05
MCP3160004S,2,-1,14,0,0,4,1,6,,736B22E3-A910-4922-BF36-39380253EA8D,2,1,,5,6,5,0,13,8,2,30.0,0,2008.0,45,96,38.97671569,-77.07707707,14:10:00,Tuesday,2023-07-18
MCP3200009Z,1,-1,4,0,0,4,5,6,,3F909372-82FD-4C5D-82F1-B08282ED41AC,2,3,,12,11,1,12,13,5,4,30.0,0,2016.0,62,374,39.04059983,-77.15896017,09:52:00,Friday,2023-11-17
MCP2814003Z,2,-1,9,-1,0,4,5,6,,B6273E86-BB39-46B1-9306-D731910F87BC,0,1,,7,11,5,9,13,19,2,45.0,0,2007.0,96,462,39.15977142,-77.21821351,13:38:00,Thursday,2023-09-07
MCP302600BJ,2,-1,7,0,-1,4,1,7,,0D2E8CBA-CBA8-4B2F-AD40-A468C517EAE0,2,1,,7,11,6,9,13,1,0,15.0,0,2012.0,79,7,38.987215,-77.1407015,09:30:00,Wednesday,2023-08-09
DD56120040,2,-1,16,1,0,4,1,6,,11508559-3C26-4CB0-AD7B-D74805ABB433,0,1,,7,11,1,2,13,5,1,35.0,0,2016.0,69,360,39.07629437,-77.13848849,08:43:00,Thursday,2023-08-10
MCP9438001Q,2,-1,9,-1,-1,4,1,-1,,649E3170-678F-4A50-8CED-4EB5364DA215,0,1,,7,11,1,9,13,16,1,40.0,0,2010.0,1,403,39.17807191,-77.23857817,17:31:00,Wednesday,2023-08-09
MCP2177002T,2,-1,15,7,3,7,1,7,,0ECAD885-06F7-486D-A7AF-C0F82FEB24E3,2,1,,12,-1,6,15,-1,20,3,25.0,0,0.0,137,428,39.1122379,-77.19495445,00:00:00,Wednesday,2017-11-08
MCP33420015,2,-1,7,0,0,2,1,1,,19E404C3-D9C3-4FE4-B2B6-B3A7299F4E9D,2,1,,12,11,1,6,24,8,1,25.0,0,2017.0,131,368,39.0426345,-77.02881133,22:16:00,Saturday,2023-08-26
MCP2863002W,1,-1,9,0,0,4,5,6,,AB03C7A5-2861-420D-B1A7-B7FA4DA43960,0,2,,7,11,5,9,24,16,0,35.0,0,2018.0,44,314,39.1401035,-77.20478767,16:40:00,Thursday,2023-07-27
MCP3136006H,2,-1,14,0,-1,4,1,6,,0482751B-547A-4E26-BAE5-E303E2477B6B,0,1,,7,11,5,1,13,8,0,5.0,0,2017.0,131,228,39.001226,-76.98763849,06:06:00,Friday,2023-07-28
MCP30080040,2,-1,9,0,0,1,5,0,,681F5D65-0574-492D-9FBB-D23578572066,2,1,,12,11,5,12,13,16,2,35.0,0,2013.0,131,329,39.02095382,-77.01232233,02:04:00,Sunday,2023-10-22
MCP2635008C,2,-1,16,4,4,4,4,-1,,96DDA602-54F4-4EFD-BDF0-3281E8A1BEE4,0,1,"N/A, RAIN, SNOW",7,11,1,12,13,8,2,30.0,0,2018.0,131,83,39.148556,-77.06693767,15:26:00,Tuesday,2023-09-26
MCP31630066,2,-1,9,4,4,1,5,6,,C5949791-823B-4870-B544-E7473333C1EE,2,1,"RAIN, SNOW, WET",5,30,1,12,13,16,1,35.0,0,2015.0,96,339,39.033629,-77.12539217,18:25:00,Friday,2023-10-20
MCP3197003K,2,-1,14,0,-1,4,1,6,,0C3D9603-F18F-46D4-8DF3-62EA58B21F09,2,1,,4,11,2,12,13,12,1,15.0,0,2008.0,45,304,39.08076545,-77.07697303,17:40:00,Friday,2023-10-13
MCP32800042,1,-1,9,3,0,4,5,6,,1815D4C7-75BF-4A13-B82A-9DB43BA91ACD,0,1,,7,11,1,9,13,16,1,40.0,0,2015.0,74,138,39.05217333,-76.95304167,08:44:00,Friday,2023-10-20
MCP30850041,2,-1,9,0,0,4,-1,6,,2F808864-8F1F-4AC9-913A-712A211E9ADB,0,1,,7,11,2,9,13,19,2,35.0,0,2013.0,69,402,39.03633333,-77.123465,12:50:00,Friday,2023-08-11
MCP3300002D,2,-1,9,0,0,1,1,6,,ADCDE493-F518-4DEC-B6E7-FD790F3404F7,0,1,,7,11,1,9,13,8,1,35.0,0,2016.0,50,56,39.0892125,-77.07991533,01:50:00,Thursday,2023-10-12
MCP3136006R,1,-1,9,4,4,4,5,6,,94265BFE-D93A-4B51-95B0-139BC5519346,2,1,"RAIN, SNOW, WET",7,6,5,12,0,16,2,35.0,0,2021.0,69,223,39.02604458,-77.01083227,13:17:00,Sunday,2023-12-10
MCP3160004T,2,-1,14,0,0,4,5,6,,41781E37-EA7C-4B6F-8B55-1B121D7386A5,0,1,,7,11,5,1,18,8,0,35.0,0,2015.0,76,74,39.04963367,-77.11906317,14:00:00,Wednesday,2023-07-26
MCP2932006K,2,-1,16,4,4,1,5,7,,59EDCDDF-3C09-414C-B192-3D8B5F817E57,0,1,"RAIN, SNOW, WET",12,-1,2,4,-1,8,0,35.0,0,0.0,137,428,39.01978705,-77.01332145,00:27:00,Saturday,2023-09-23
MCP3112004Q,2,-1,14,1,4,4,-1,6,,CC82479C-0671-4A39-B454-7F973ADBC0E7,0,1,"N/A, WET",7,11,2,2,0,8,1,25.0,0,2017.0,60,298,38.99656017,-77.09641233,15:30:00,Thursday,2020-06-25
MCP291700CT,1,-1,6,0,0,4,5,6,,86364F84-0480-4B7D-A571-1AAF6C1CA524,1,1,,7,11,5,1,13,1,1,35.0,0,2013.0,1,333,39.04692533,-77.048587,11:45:00,Thursday,2023-11-23
MCP31450047,2,-1,13,4,4,4,5,6,,5DC1F190-812D-4283-A749-FA506B8CF9B9,2,1,"RAIN, SNOW, WET",5,11,2,6,13,2,1,35.0,0,2010.0,44,430,39.02044167,-76.97663,15:30:00,Friday,2023-10-20
MCP26560071,1,-1,7,0,-1,4,1,-1,,E904250A-759C-49EE-A0FB-10411902F066,2,2,,5,11,1,10,0,2,4,30.0,0,2011.0,143,430,39.1473355,-77.27187267,18:45:00,Thursday,2023-07-20
DD5502007S,2,-1,14,0,0,4,1,6,,74EC608E-25E6-4225-BA11-DC87CA1CF554,2,1,,7,11,2,1,0,2,4,40.0,0,2008.0,44,402,39.07686743,-77.12256388,08:13:00,Thursday,2023-09-07
EJ78890046,2,-1,9,4,4,1,5,6,,D3D49582-9AD4-4BA8-9233-A8DC92FC1C3E,0,1,"RAIN, SNOW, WET",7,11,5,8,13,19,2,30.0,0,2010.0,133,388,39.15026985,-77.20811595,21:25:00,Tuesday,2023-09-12
DD561500FM,2,-1,16,0,0,4,5,6,,91888736-6000-4C5E-83DD-8A451D5B9B56,0,1,,7,11,1,10,13,8,0,40.0,0,2021.0,6,17,39.0754091,-77.13764598,12:55:00,Sunday,2023-08-13
MCP3156002N,2,-1,14,0,0,4,-1,7,,700EAD70-9D4E-4B77-832C-29FD0BA05CF2,2,1,,12,-1,6,15,23,17,2,35.0,0,0.0,137,428,39.01574016,-77.04272148,12:22:00,Thursday,2023-10-05
DD56660007,2,-1,15,0,0,2,1,6,,E6058083-9450-4867-97DC-292B59778386,0,1,,7,11,1,12,13,8,4,40.0,0,2023.0,14,225,39.09408683,-77.11856649,22:56:00,Tuesday,2023-10-24
DM85220010,2,-1,7,0,0,4,4,6,,B1ECD3DC-36C7-4B5D-9550-1B99B55400AB,0,1,,7,18,5,4,13,11,-1,25.0,1,2008.0,45,193,38.99081627,-76.9898445,08:44:00,Friday,2023-09-22
EJ786600CN,2,-1,16,1,0,4,1,6,,8AA9D375-2C97-4EDA-95C8-6BA9056AD6C6,2,1,,5,12,5,12,13,3,0,35.0,0,2023.0,27,177,39.14877898,-77.21343947,10:34:00,Saturday,2023-09-30
MCP3109008R,1,-1,1,0,0,4,5,6,,131976EC-026A-4D3E-8252-9D394A3A8980,0,1,,7,11,1,12,11,8,0,35.0,0,2012.0,27,156,39.01787867,-77.00721517,13:05:00,Wednesday,2023-11-08
MCP2686006P,2,-1,9,0,0,1,1,6,,4CCEC333-2D54-4E02-A2FF-18C116031FF4,2,1,,12,11,1,12,0,8,2,40.0,0,2013.0,71,402,39.18160499,-77.26143454,19:44:00,Tuesday,2023-10-03
MCP26780047,2,-1,4,0,0,4,4,6,,35FBBBC9-7101-4589-A956-AC0DF4DD80D6,0,1,,7,30,1,13,0,5,4,25.0,0,2010.0,60,251,39.04323767,-77.05316683,11:43:00,Saturday,2023-09-16
MCP3162004X,1,-1,15,1,4,4,1,7,,7E2548FB-E8B9-45FC-8CDE-3C3788DF17E7,2,3,"N/A, WET",7,11,5,0,8,2,1,30.0,0,2021.0,153,61,39.00307033,-77.03557945,08:35:00,Thursday,2023-08-24
MCP2832008S,2,-1,14,7,-1,4,-1,-1,,55F106CE-FAF6-4496-8688-52D9F62A04C6,2,1,,12,11,5,12,0,12,0,15.0,0,2021.0,60,341,39.01703248,-77.2089916,13:08:00,Sunday,2023-10-15
MCP2420005B,2,-1,15,0,0,4,1,6,,4202AA31-CC18-48E8-936C-E8A94564F5F1,2,1,,5,30,1,12,13,8,2,40.0,0,2011.0,140,221,39.08460617,-76.99994483,09:30:00,Wednesday,2023-12-20
MCP30520033,2,-1,3,0,0,2,1,-1,,EF9CC3E9-54EE-4136-9951-BA256338E99A,0,1,,7,11,0,8,13,8,2,35.0,0,2019.0,60,217,39.18924083,-77.1907465,02:29:00,Saturday,2022-12-24
DM85220010,2,-1,7,0,0,4,4,6,,FCE87108-8638-4362-A771-6D9CDD6E8035,2,1,,7,11,5,1,7,1,1,25.0,0,2020.0,72,402,38.99081627,-76.9898445,08:44:00,Friday,2023-09-22
MCP1213008K,2,-1,9,4,4,1,5,6,,A0E00057-772B-41C2-9429-14979173BAF8,0,1,"RAIN, SNOW, WET",7,11,2,9,0,19,1,30.0,0,2014.0,133,430,39.09215,-77.014695,19:00:00,Saturday,2023-10-14
MCP94280055,2,-1,14,-1,-1,4,1,-1,,50A34CC8-424B-45B8-B239-00FD5B595363,2,1,,4,11,6,1,23,12,3,15.0,0,2023.0,138,432,39.10372478,-77.07224008,12:00:00,Tuesday,2023-08-15
MCP263900G9,1,-1,16,0,0,4,1,6,,D99C85C0-1E7B-4465-9696-8A6645467B04,2,1,,5,11,2,12,0,5,0,0.0,0,2012.0,118,236,39.011638,-77.15539167,15:05:00,Monday,2023-11-06
MCP29100015,1,-1,9,0,0,4,-1,6,,BF062338-03D5-4F75-8D12-6BEC4500CA52,0,1,,7,11,1,9,13,19,4,65.0,0,2013.0,27,397,39.01349833,-77.03860333,12:13:00,Saturday,2015-03-07
MCP3274001S,2,-1,4,0,0,4,5,6,,E203A8EA-99D5-4590-87A6-8D0604206A8E,2,1,,7,11,5,1,13,0,1,35.0,0,2017.0,62,430,39.04914683,-77.11713317,12:14:00,Thursday,2023-07-20
MCP33470019,1,-1,9,1,0,4,5,6,,94461D31-AFD0-4617-A303-F86584F0EA4A,0,1,,7,30,2,9,13,19,4,35.0,0,2004.0,131,368,38.98937625,-77.1497733,17:13:00,Tuesday,2023-10-17
MCP9390002F,1,-1,4,4,4,1,1,6,,E21A3D64-E867-46F0-9096-87866B251183,2,4,,7,11,1,12,13,5,2,50.0,0,2022.0,45,230,39.11559667,-77.22299833,19:32:00,Tuesday,2023-09-26
HA24200001,2,-1,15,-1,-1,2,-1,-1,,EC6DE3AC-3963-4132-87C0-E8B459790900,2,1,"DEBRIS OR OBSTRUCTION, N/A",7,33,2,9,16,12,2,5.0,0,2018.0,21,294,39.00351554,-77.01449935,06:15:00,Monday,2023-10-23
MCP33190026,1,-1,4,4,4,4,-1,-1,,BF9CEF5F-4E80-4E58-B15F-34B0E454B3D1,2,1,"N/A, RAIN, SNOW",5,11,2,3,13,5,0,30.0,0,2014.0,117,430,38.99234167,-77.03097167,08:49:00,Tuesday,2023-11-21
MCP31740046,2,-1,9,0,0,4,1,6,,C06D7B22-E982-40FB-9162-388D585EECE6,0,1,,7,11,1,9,13,16,4,35.0,0,2022.0,95,225,39.15074917,-77.21439583,07:53:00,Thursday,2023-08-03
MCP2846002C,2,-1,15,0,-1,2,1,7,,5687F494-4F68-401C-B2A7-BBE0104C85A2,2,1,,12,-1,1,12,13,20,4,40.0,0,2001.0,96,58,39.02916167,-77.020285,05:48:00,Saturday,2016-12-10
MCP3284001V,1,-1,16,0,0,1,0,6,,9D7B3D7D-4DF8-4500-A541-0964C219C197,2,2,,7,11,0,11,13,8,2,30.0,0,2017.0,50,162,39.05595333,-76.95456133,03:21:00,Monday,2023-12-25
MCP3271003L,1,-1,4,0,0,4,1,6,,FF277C13-20F4-4326-9483-CBEEF55D6F22,2,1,,12,11,1,1,13,5,2,35.0,0,2016.0,6,14,39.0260967,-77.14819595,18:45:00,Thursday,2023-07-27
MCP2780007C,1,-1,3,0,0,4,4,6,,AC38E3BA-3487-4244-8785-FF334B11D3EC,0,2,,7,11,2,12,13,8,4,40.0,0,2020.0,47,56,39.11862683,-77.29687533,14:30:00,Friday,2023-10-13
MCP3053006T,1,3,13,4,3,1,5,-1,,E05D3C14-F27B-4476-9510-95AA199F268F,1,1,"RAIN, SNOW, WET",12,-1,6,12,-1,6,3,35.0,0,0.0,137,428,39.08042559,-77.14398765,19:32:00,Sunday,2023-09-24
MCP29650080,2,-1,9,0,0,4,5,7,,E4E6F248-F2EB-42FD-93DA-C112BA81EB39,2,1,,12,11,2,12,13,16,1,35.0,0,2002.0,17,435,39.103765,-77.07648281,13:30:00,Saturday,2023-12-16
MCP3355000X,1,-1,16,0,0,4,1,1,,337E916B-6138-4544-AF51-E0B699F9EF5B,2,3,,4,11,1,12,13,8,1,40.0,0,2008.0,131,371,39.01064333,-77.01753833,07:48:00,Saturday,2023-08-12
MCP1417007J,1,-1,4,-1,0,4,5,6,,299C105B-2EAD-4E85-A96B-0FEFCFA84300,0,3,,7,11,1,12,0,8,0,30.0,0,2016.0,45,130,39.19503539,-77.15311468,06:37:00,Thursday,2017-06-08
DD5652003X,2,-1,3,0,0,2,1,6,,A992F1EB-08A4-4027-8C7B-726653366483,2,1,,7,11,1,12,13,8,1,25.0,0,2021.0,45,57,39.09396242,-77.15052294,05:52:00,Friday,2023-11-10
MCP2347004F,1,3,7,0,0,4,1,6,NONE DETECTED,BED16F29-91DE-4FD8-872F-2ABD57F3CF64,2,1,,5,11,3,9,13,1,3,25.0,0,2013.0,24,149,39.10068183,-76.933366,09:38:00,Wednesday,2023-11-08
EJ78860033,2,-1,14,0,-1,1,-1,-1,,BABC392B-398C-4C6C-90F4-7697B5458A3C,0,1,,7,11,2,4,13,8,1,15.0,0,2021.0,60,108,39.144961,-77.227355,21:59:00,Wednesday,2023-07-19
