Report Number,ACRS Report Type,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,time,day of the week,date
MCP3161005T,1,-1,4,0,-1,4,1,6,,9F5DDC14-4953-418F-9F3C-047A4D9B400A,0,2,,7,11,0,12,13,8,2,30.0,0,2021.0,44,122,38.977962,-77.07722033,16:13:00,Monday,2023-10-16
MCP2866008M,2,-1,9,0,0,4,1,6,,72F731DE-4653-44AF-B533-E371E0BD021A,0,1,,7,11,5,9,13,19,1,45.0,0,2012.0,45,31,39.20440581,-77.2469487,14:55:00,Friday,2023-10-06
MCP235300CD,2,-1,16,1,-1,4,1,6,,CB47A164-C864-42BB-BD1D-0F696064E91E,2,1,,12,11,5,2,18,12,2,15.0,0,2022.0,29,74,39.02799467,-77.14754783,13:14:00,Thursday,2023-10-19
MCP33390035,1,-1,9,0,0,1,5,6,,CC7405CF-45DB-4B17-A20E-F57FE2AD81B7,2,1,,4,11,3,12,14,0,4,25.0,0,2022.0,50,353,39.06936267,-77.10500967,18:41:00,Monday,2023-12-11
MCP2582004Y,2,-1,6,4,4,1,1,1,,02291D90-2B3B-4773-98DE-4D28D921334B,2,1,"RAIN, SNOW, WET",12,11,1,12,14,9,0,35.0,0,2007.0,131,423,39.09357378,-77.03885146,23:46:00,Wednesday,2023-12-27
DD56480018,2,-1,7,0,-1,4,-1,6,,12EAF65E-4FDB-4542-9CFD-45C4D6C0EA3D,2,1,,5,11,5,6,0,12,2,5.0,0,2017.0,1,265,39.09699023,-77.1932776,12:00:00,Tuesday,2022-10-25
MCP20550039,2,-1,16,0,-1,4,1,6,,5210FAE3-C47F-42CF-88EA-10418EBC9FC6,0,1,,7,11,2,6,15,8,3,0.0,0,2014.0,24,93,39.11507136,-77.20470503,14:30:00,Saturday,2022-04-02
MCP2674004B,1,-1,9,0,0,1,5,6,,95AB1177-FE40-4A9F-8894-A9FEAF50C8AD,2,1,,7,21,5,12,13,16,2,40.0,0,2011.0,19,258,39.17869317,-77.23851083,20:24:00,Friday,2023-09-22
MCP2450004T,2,-1,9,-1,0,2,1,6,,7D086726-B04C-433A-B3BC-8FABBA85256A,0,1,,7,11,2,9,13,16,2,55.0,0,2018.0,131,329,39.13936667,-77.21244833,18:00:00,Friday,2023-11-17
MCP3356000K,2,-1,9,0,0,1,1,6,,C624A946-1BBA-4072-9F99-46F5433FDA21,2,1,,4,11,5,9,13,1,1,55.0,0,2016.0,27,196,39.18847413,-77.25762606,03:50:00,Thursday,2023-07-27
MCP33390029,1,-1,9,0,0,4,5,6,,64EC19F3-3385-4871-AC9E-E9CD3BC26CF5,2,1,,4,11,3,12,21,16,1,35.0,0,2014.0,91,267,39.06133117,-77.0913735,08:30:00,Monday,2023-07-31
MCP94420038,2,-1,9,0,0,4,-1,6,,EA1D8F1C-43C8-4BE0-ACA3-A1139CA824D4,2,1,,12,11,5,12,13,8,1,35.0,0,2021.0,45,304,39.19035333,-77.1925855,14:01:00,Tuesday,2023-11-14
DD5502007S,2,-1,14,0,0,4,1,6,,1663A8B6-C576-470B-B0EF-1862201CE6F8,0,1,,7,11,2,0,0,8,4,40.0,0,2021.0,0,430,39.07686743,-77.12256388,08:13:00,Thursday,2023-09-07
MCP3145003Y,2,-1,7,0,0,4,1,7,,B93FD093-5385-46CD-A420-172A77740E30,2,1,,12,-1,6,6,-1,8,4,35.0,0,0.0,137,428,38.99934612,-76.99669751,16:30:00,Wednesday,2023-09-06
MCP3150000L,1,-1,4,-1,0,4,5,-1,,9348567E-D4B2-44A7-8A74-D2CB2C7CF20A,0,3,,12,11,1,12,13,8,2,40.0,0,2004.0,118,236,39.07543309,-76.99393031,16:29:00,Saturday,2018-10-06
MCP209400N3,2,-1,4,-1,0,4,1,6,,968E4AE6-D7AC-4414-8FB1-AEA566A33433,2,1,,12,30,1,6,0,5,1,25.0,0,2017.0,19,172,38.98591167,-77.09467667,11:12:00,Tuesday,2023-12-12
MCP3341002M,2,-1,14,0,0,4,5,-1,,69C4B9DC-4D75-4FAA-8843-F44328B86B69,0,1,,7,11,2,2,18,8,2,35.0,0,2021.0,124,357,39.05937117,-77.06151483,14:15:00,Thursday,2023-10-12
MCP24560083,2,-1,16,4,4,4,1,6,,3FB1BC51-0853-408F-A16A-80F2AE008861,0,1,"RAIN, SNOW, WET",7,11,1,6,13,8,4,60.0,0,2021.0,133,430,39.01560748,-77.0014727,11:00:00,Sunday,2023-12-03
MCP1433000X,2,-1,9,1,0,1,1,6,,628E4648-BE80-46AC-B54C-25FFCD999AD3,2,1,,5,11,1,12,20,8,1,40.0,0,2013.0,117,236,39.120426,-77.174181,18:49:00,Tuesday,2017-02-21
MCP2966006V,1,-1,3,4,4,-1,1,6,,885E9BA0-9C6E-43D9-A818-016D63EF29FF,2,2,"N/A, RAIN, SNOW",7,11,1,6,13,8,1,30.0,0,2002.0,131,393,39.27979667,-77.27512667,16:45:00,Saturday,2023-10-14
MCP2837005L,2,-1,3,0,0,4,1,7,,E3C8B4E4-85F5-40E1-9A0B-AFD0CCAB8625,2,1,,12,11,5,12,13,8,4,25.0,0,2018.0,24,321,39.04641833,-77.21665833,09:22:00,Tuesday,2023-09-12
MCP1235004Z,1,-1,9,0,0,1,5,6,,FF40E51C-8072-41F6-AD13-239DD6B1F7EA,0,2,,7,11,2,9,13,19,0,40.0,0,2016.0,17,129,39.02197561,-77.01540607,20:27:00,Saturday,2023-09-30
MCP2671003H,2,-1,7,-1,-1,4,1,6,,6A511F4A-666C-4E13-9F8C-047F303EB8F7,2,1,,5,-1,5,9,13,1,1,5.0,0,2016.0,131,64,38.99163658,-77.0322424,16:15:00,Thursday,2023-07-20
DM8499001W,2,-1,7,0,0,4,2,6,,644C5CC7-36EC-4BB2-851E-1B2E5FD6B2BF,2,1,"N/A, PHYSICAL OBSTRUCTION(S)",7,6,3,6,10,8,2,25.0,0,2011.0,5,148,38.97308943,-77.00772406,10:36:00,Tuesday,2023-08-15
MCP2687003Y,2,-1,9,0,-1,-1,1,6,,1F9C0712-01B7-4768-A45F-8DE79A2620E3,2,1,,5,11,1,12,13,16,1,35.0,0,2017.0,59,459,38.98878467,-77.0997995,16:35:00,Wednesday,2023-07-26
MCP33670015,2,-1,7,0,0,4,5,-1,,34256514-F3AB-4A63-9782-9201F8ABD859,0,1,,7,11,2,4,13,5,1,0.0,0,2011.0,27,360,39.01112667,-77.008125,17:18:00,Saturday,2023-09-02
MCP24200057,2,-1,15,0,0,4,1,6,,B4EF9D6B-F5DD-4107-B214-DBF26788E00D,0,1,,5,11,5,6,18,8,4,40.0,0,2019.0,124,74,39.16140617,-76.98339067,08:25:00,Monday,2023-11-13
MCP3288000C,2,-1,6,0,-1,4,1,6,,8ACA3556-1FAF-4AB2-B151-C50972F4113A,2,1,,5,11,2,3,6,8,4,0.0,0,2008.0,114,402,39.17607013,-77.17570462,09:34:00,Saturday,2021-01-30
MCP31290087,1,-1,16,1,4,4,1,6,,6E89D899-8D56-4303-976D-F34783A72F35,0,1,"N/A, WET",5,11,2,12,13,8,4,35.0,0,2012.0,44,360,39.05823083,-77.071293,14:13:00,Sunday,2023-12-03
MCP3374001N,1,-1,16,0,0,1,5,6,,34F6B965-C1EB-450D-A76B-C7D6371D8649,2,3,,8,11,0,6,13,8,0,35.0,0,2020.0,19,377,39.022331,-77.102963,05:23:00,Tuesday,2023-12-12
DM8497001Y,2,-1,7,0,-1,0,-1,-1,,1C4E6332-A404-461C-92E2-725F6C6C540F,2,1,,4,11,5,6,0,18,0,5.0,0,2018.0,50,463,38.99661845,-77.0034963,05:30:00,Friday,2023-09-15
MCP2723007L,1,0,15,0,0,1,4,6,NONE DETECTED,88D4AB6C-D894-4F82-9260-F25AFF47ABFF,2,1,,5,30,3,13,13,6,2,30.0,0,2017.0,142,401,39.08065167,-77.077415,20:35:00,Tuesday,2023-09-05
EJ7870006N,1,-1,9,0,0,1,5,6,,4334DD75-9259-4EAE-9C42-EE22F4F5F5B7,0,2,"BACKUP DUE TO REGULAR CONGESTION, N/A",7,11,5,9,13,19,1,55.0,0,2021.0,73,430,39.12309553,-77.23018403,20:55:00,Friday,2023-12-22
EJ7888004T,1,-1,4,0,0,4,4,6,,38ADB43D-3C12-4949-947A-D52B05548586,0,3,,7,11,1,12,0,8,1,35.0,0,2017.0,50,402,39.1461273,-77.2040884,16:30:00,Thursday,2023-08-24
MCP29620083,2,-1,14,0,0,4,1,6,,A76E01D1-8634-4070-96E6-49F494807059,2,1,,5,11,5,10,4,2,1,45.0,0,2017.0,17,181,39.20274771,-77.24552401,10:33:00,Friday,2023-08-25
EJ79000006,2,-1,7,0,0,4,5,6,,D1F8FCEE-FE01-459B-AC3D-CFD10584A91D,2,1,,5,11,2,2,13,2,4,50.0,0,2012.0,133,279,39.12130093,-77.22597315,14:50:00,Saturday,2023-11-04
MCP24640035,2,-1,9,0,0,1,1,1,,14B9CC67-7E1A-4AD6-882D-B43BB3AA8EA3,2,1,,12,11,1,12,13,8,2,35.0,0,2016.0,45,28,39.01344854,-77.00035612,22:58:00,Sunday,2023-12-24
MCP33290024,2,-1,14,0,0,1,5,6,,CC9F03E8-15F4-4CB7-8541-D92EC298AFB0,2,1,,5,11,5,6,13,0,4,35.0,0,2010.0,14,430,39.0396845,-76.99101883,19:00:00,Sunday,2023-10-15
MCP3037005P,2,-1,4,0,0,5,4,7,,C3A36F08-BAEC-4A34-BB80-BA89FB422DB5,2,1,,12,-1,1,12,13,5,0,25.0,0,2018.0,131,83,39.23166833,-77.24892167,17:05:00,Monday,2023-12-25
MCP2291000Z,1,-1,15,0,0,4,1,6,,E673EF8B-9929-4450-A8BC-EC92398315FD,2,3,,12,11,1,10,12,8,2,35.0,0,1998.0,70,109,38.99104333,-77.076995,16:09:00,Saturday,2015-01-17
MCP13780160,1,-1,7,1,0,4,1,6,,582941F5-3193-4616-B7E1-B4736B2A5CCB,0,2,,7,11,5,12,13,19,1,25.0,0,2015.0,131,115,39.041318,-76.98480083,16:31:00,Wednesday,2023-10-11
MCP28980047,1,-1,16,0,0,5,5,-1,,A9792BD5-CB55-4682-A105-546D135DDA2C,2,1,,12,11,2,12,13,5,2,40.0,0,2020.0,47,360,39.17177667,-77.23585333,18:12:00,Thursday,2023-10-05
MCP2586006Q,2,-1,9,0,0,4,5,7,,823CF2AF-F422-4B23-9D2B-B2308665D3AE,2,1,,12,-1,2,9,-1,16,2,40.0,0,0.0,137,428,39.1992035,-77.2606635,16:50:00,Monday,2023-10-02
MCP2782004X,1,-1,16,0,0,4,5,6,,5FBBD33C-5054-4E63-9D67-652D956F72AF,2,2,,5,11,1,11,13,5,1,35.0,0,2015.0,4,49,39.09052204,-77.0478747,15:10:00,Saturday,2023-11-25
EJ7805000C,2,-1,7,0,0,4,4,6,,F4F62AF8-435C-481F-8C4D-9792EAE06A09,2,1,,7,6,1,12,14,8,1,35.0,0,2007.0,28,184,39.15969167,-77.21591167,15:35:00,Wednesday,2015-11-18
MCP2347004C,2,-1,9,0,0,4,1,6,,2A353E26-FD7D-47A9-AC30-D7C936D53AC7,0,1,,7,11,2,9,13,16,4,30.0,0,2008.0,131,307,39.08083849,-76.94594145,08:04:00,Thursday,2023-10-26
MCP20160036,2,-1,7,0,-1,4,-1,-1,,E1D9F62E-0C17-4843-B797-4B97DFDF3E97,2,1,,7,11,3,9,13,1,4,15.0,0,2015.0,73,402,38.743373,-77.54699707,14:25:00,Friday,2018-08-17
DD5502007N,2,-1,9,1,0,4,5,6,,2628F397-76D7-49BF-9850-CFF0EAE6AEF0,0,1,,7,11,1,9,0,19,4,40.0,0,2016.0,6,450,39.08706517,-77.17576839,11:51:00,Friday,2023-08-04
MCP2708008D,2,3,16,0,0,1,1,7,NONE DETECTED,F47C5CC8-AA26-40DD-B315-5F747F47E4F7,2,1,,12,-1,3,11,4,3,0,35.0,0,2005.0,19,181,39.00002827,-76.99580421,21:54:00,Saturday,2023-08-19
MCP3347001L,2,-1,4,0,0,1,5,7,,EE52D7DB-34CB-4409-A441-1D52259287E6,2,1,,12,-1,6,12,-1,5,2,35.0,0,0.0,137,428,39.010088,-77.11483296,18:12:00,Friday,2023-12-15
MCP3262003G,1,-1,7,0,0,4,5,6,,771D883D-56E3-4FF0-8F7B-B8352F92B9B8,0,2,,7,11,5,6,13,5,1,35.0,0,2008.0,19,235,39.05642485,-76.9544059,17:28:00,Wednesday,2023-10-18
MCP2771002X,1,-1,16,1,0,1,2,-1,,5A38D8F4-8425-4D04-9BBF-44CBB6FD3281,2,1,,5,11,2,9,13,6,0,35.0,0,2000.0,44,360,39.05651167,-77.082405,06:35:00,Friday,2023-10-27
MCP33090021,2,-1,9,4,4,1,5,6,,4B0BCFF1-1815-4A47-8445-466CDFEC6749,2,1,"RAIN, SNOW, WET",12,11,2,12,0,8,4,45.0,0,2014.0,60,94,39.06658994,-77.03012575,05:23:00,Saturday,2023-10-21
EJ78520085,2,-1,15,-1,4,4,-1,6,,1CDEC89B-DAC5-4DED-A658-E0AB9159D2F1,2,1,,12,11,2,1,13,8,4,55.0,0,2019.0,131,115,39.12075712,-77.18200952,19:48:00,Friday,2023-07-28
MCP30370058,2,-1,14,-1,0,4,1,6,,8AF45430-F0DE-44E1-9774-863153EA5376,0,1,,7,11,5,10,13,11,-1,55.0,1,2007.0,83,101,39.10711364,-77.00288167,14:14:00,Tuesday,2023-08-15
DD5641000F,1,-1,16,-1,0,4,5,6,,F9D2986B-447B-4805-92C0-EF0FB301A725,2,3,,7,11,1,12,13,8,2,40.0,0,2012.0,96,364,39.103265,-77.155805,13:45:00,Friday,2020-02-28
DD5665001B,2,-1,14,0,0,4,5,-1,,B8A01431-E5F8-499B-97C2-A2234951E5AE,0,1,,7,6,2,6,13,8,4,45.0,0,2003.0,131,465,39.10221318,-77.18852556,14:10:00,Sunday,2023-08-13
MCP30220056,2,-1,16,-1,0,1,5,-1,,8C16A0A7-1E05-46A4-B429-52591C868443,0,1,,7,11,1,11,13,8,2,35.0,0,2012.0,45,360,39.19693883,-77.27380953,00:08:00,Monday,2023-07-31
MCP2931005J,1,-1,15,0,-1,1,-1,6,,44B187D8-2B6B-4420-807A-DF0155A2278D,2,2,,4,11,2,12,13,0,3,0.0,0,2009.0,44,96,39.05467,-77.12130167,19:55:00,Sunday,2021-10-24
MCP1128005C,2,-1,15,0,0,4,-1,6,,57851584-02B9-490E-9C13-14FFFEF44BC8,2,1,,12,11,0,12,13,8,2,35.0,0,1999.0,106,71,39.00984,-77.15316833,15:54:00,Thursday,2021-01-21
MCP33410021,1,-1,9,0,0,4,5,-1,,35F9D355-40D0-440E-A597-EFF073942B41,2,3,,7,11,0,12,13,8,4,35.0,0,2014.0,47,31,39.099987,-77.04151417,08:13:00,Thursday,2023-07-27
MCP26870042,2,-1,14,0,0,4,1,6,,C425EE13-CEF6-40D0-8419-3E446A39BD49,0,1,,7,6,5,11,13,8,0,25.0,0,2021.0,123,464,38.98204433,-77.09566233,12:19:00,Monday,2023-08-28
MCP3279002H,2,-1,9,0,0,4,1,-1,,64A53E82-7BAC-4846-89ED-A70411B37245,2,1,,7,11,3,12,13,8,0,30.0,0,2023.0,6,256,39.03668893,-77.0514097,16:10:00,Tuesday,2023-09-05
EJ7885003V,2,-1,14,-1,0,1,1,7,,3F0433BE-6D27-4176-B163-2241CBD1C2B7,2,1,,12,-1,6,15,13,8,1,35.0,0,2017.0,131,31,39.14310833,-77.21872417,20:16:00,Tuesday,2023-11-21
EJ7871006H,1,-1,4,0,0,1,5,6,,EEA933CD-91CD-49FB-A07D-1648651633CA,0,2,,7,11,1,12,13,5,0,25.0,0,2019.0,131,83,39.14009943,-77.19565158,22:46:00,Friday,2023-08-04
MCP3263003M,2,-1,16,1,0,4,4,6,,B2401F34-EFCC-4C39-B3A4-0AFCDA704F57,2,1,,5,11,2,6,13,5,1,35.0,0,2023.0,122,275,38.98960333,-77.07053167,14:32:00,Monday,2023-08-28
MCP32330049,1,-1,9,4,4,4,5,6,,EFB5F9CC-D841-4BF1-AFB7-E64F624494E4,2,1,"RAIN, SNOW, WET",4,11,1,12,13,8,2,45.0,0,2020.0,50,372,39.0410895,-76.995773,14:31:00,Tuesday,2023-11-21
MCP33290026,2,-1,15,4,4,2,1,6,,8FAEEF6C-FAFF-4D14-87BF-895F343275D0,2,1,"RAIN, SNOW, WET",7,11,5,4,13,16,0,40.0,0,2001.0,47,360,39.12047233,-77.19443017,20:00:00,Friday,2023-12-01
MCP33580012,2,-1,16,0,0,2,0,-1,,172DC39E-A2DE-433E-9B09-A3EB920F1FB6,2,1,,5,11,2,12,13,8,1,35.0,0,2020.0,45,304,38.97329833,-77.12188,00:30:00,Friday,2023-12-22
MCP235300CH,2,-1,14,1,0,4,-1,6,,B2862680-BEF3-4335-B0D9-4C253FA104BC,0,1,,7,6,3,10,21,8,2,30.0,0,2010.0,127,74,38.9675935,-77.08887983,12:57:00,Friday,2023-10-27
MCP30210073,2,-1,16,1,-1,4,1,6,,F82E1728-2B7A-47CE-A38F-F284EB44CF27,2,1,,7,11,2,12,13,0,2,0.0,0,2016.0,44,130,39.10857833,-76.93583,14:15:00,Tuesday,2023-12-05
MCP2752005W,2,-1,9,0,0,4,5,1,,A6128330-53E9-4D86-AFCB-FDFFE8672E50,2,1,,7,11,2,12,13,8,2,35.0,0,2018.0,131,83,39.04086925,-77.15927454,15:06:00,Monday,2023-10-16
MCP3350001K,2,-1,2,0,0,4,3,6,,BD1F3EAB-0539-468C-8A8E-B6A17C853978,0,1,"N/A, ROAD UNDER CONSTRUCTION/MAINTENANCE",7,11,1,2,20,17,4,25.0,0,2017.0,117,289,39.02995667,-77.07077667,08:34:00,Monday,2023-10-16
MCP3101000F,1,-1,4,0,0,0,5,6,,8655D3C8-B500-45B6-8CEE-23228B08BFAF,2,3,,12,11,1,12,13,5,1,30.0,0,2008.0,69,239,39.15072667,-77.203735,19:30:00,Thursday,2018-03-22
MCP3294001Q,1,-1,9,4,4,1,-1,6,,F146C2B9-D2C7-4684-B778-30C3ACF065FB,0,1,"RAIN, SNOW, WET",7,11,5,9,13,19,2,35.0,0,2019.0,133,430,39.18710833,-77.18540333,19:15:00,Friday,2023-09-08
MCP2438003K,2,-1,9,0,4,4,5,6,,D943CD8E-F493-4649-9260-D129A3A5D25D,2,1,"N/A, WET",7,11,1,12,13,8,2,35.0,0,2017.0,96,364,39.16543047,-77.28881941,07:34:00,Monday,2023-11-27
MCP3161005N,1,-1,13,0,0,4,5,6,,60012A05-2757-49F2-A098-93DCA994A466,0,2,,7,11,5,1,21,8,1,25.0,0,2009.0,37,253,39.01254533,-77.090804,16:07:00,Friday,2023-08-25
MCP31430056,2,-1,14,-1,0,4,-1,1,,9173F1A6-DB94-4E5A-95C6-CF5AFC788FE4,2,1,,8,11,1,6,13,8,1,25.0,0,2021.0,131,115,39.02954136,-77.06034009,09:51:00,Wednesday,2023-10-25
MCP1566001S,2,-1,15,0,0,1,1,7,,FBFF220C-F0F7-46AB-B4BB-D61FAB6CAFF1,2,1,,12,-1,0,10,13,8,0,40.0,0,2006.0,6,44,39.05170089,-77.13488174,00:03:00,Monday,2023-07-31
MCP32390034,2,-1,12,4,4,4,1,6,,77EC8288-A5FF-4F3B-9D05-AAB63E3411B4,0,1,"SLEET, HAIL, FREEZ. RAIN, WET",7,11,1,6,24,8,4,50.0,0,2010.0,45,130,39.068625,-77.0158005,10:07:00,Saturday,2023-09-23
MCP33480010,2,-1,14,1,-1,4,1,7,,C9F93A34-5917-4E26-B41E-87E607419C36,2,1,,12,-1,6,1,0,18,0,15.0,0,2022.0,45,304,39.09104833,-77.066575,09:01:00,Tuesday,2023-08-29
MCP3230004K,2,-1,9,0,0,1,5,6,,A4C56B95-16C2-466C-828E-0B12F30F7571,2,1,,7,11,1,12,13,8,0,35.0,0,2019.0,62,374,39.09599683,-77.10970533,20:45:00,Wednesday,2023-07-26
DD5583008D,1,3,15,1,-1,3,2,6,NONE DETECTED,1BD93645-31F3-453C-A105-058239728889,2,1,,7,30,3,13,13,16,4,30.0,0,2017.0,50,372,39.08069568,-77.14102778,07:27:00,Wednesday,2023-11-22
MCP3022001W,2,-1,9,0,0,4,4,-1,,38EE960A-670B-460B-8A0A-8D108AE375A2,2,1,,12,11,5,12,13,16,2,15.0,0,2017.0,131,228,39.192834,-77.23856449,17:58:00,Sunday,2018-05-27
DD56100088,2,-1,7,0,0,4,1,-1,,247BB223-FA3C-414E-AA01-4F1332154B7E,0,1,,7,11,2,0,13,5,4,10.0,0,2016.0,133,360,39.07569983,-77.11697883,14:47:00,Wednesday,2023-08-16
MCP2799004J,1,-1,9,0,0,1,1,6,,1F525D78-0277-4F8A-8C1F-C7C4905CC65D,0,3,,7,11,5,9,13,16,4,35.0,0,2018.0,47,419,39.09504,-77.00451333,10:29:00,Tuesday,2018-08-28
MCP21210031,2,-1,16,1,0,4,4,6,,B2111EB0-8BC6-455C-9E4B-8939905FBB57,2,1,,12,11,0,1,0,8,2,30.0,0,2022.0,1,265,39.22465033,-77.426384,12:53:00,Thursday,2023-12-07
MCP3060004B,2,-1,16,0,0,3,4,6,,E93AC4E5-BA5A-4C70-A79C-6A830F7374D1,0,1,,7,11,5,6,13,8,4,35.0,0,2014.0,60,445,39.03004333,-77.02096667,10:48:00,Wednesday,2023-07-26
MCP31430050,2,-1,16,-1,0,4,5,6,,491BC1B7-A418-46E8-B550-791F69D99478,0,1,,7,11,1,6,13,8,1,35.0,0,2022.0,118,63,38.99716167,-77.09662667,09:30:00,Saturday,2023-09-09
MCP1564007M,2,-1,7,0,-1,4,1,7,,42A802B3-03DD-4F04-BED6-DF5F6F0CF25D,2,1,,12,-1,2,12,13,12,1,15.0,0,2017.0,45,28,39.15296657,-77.06394071,12:08:00,Monday,2023-10-23
MCP3182002B,2,-1,4,0,0,4,5,6,,EAD267FE-EBE2-4BA5-93D3-AB4D66C2FCF9,2,1,,7,11,1,13,13,5,2,35.0,0,2013.0,27,177,39.17840755,-77.2383721,17:02:00,Thursday,2023-08-24
MCP2107004G,2,-1,9,0,0,4,1,0,,A5E245D9-66EC-4544-8C20-89FF60504C33,2,1,,7,11,1,12,13,16,2,40.0,0,2009.0,1,265,39.264584,-77.20471217,12:30:00,Saturday,2023-10-28
MCP3145004L,2,-1,16,0,0,1,5,6,,D28AAC6F-C3D9-4BC5-9AD6-F5A7066A28DA,0,1,,7,11,1,12,13,8,1,35.0,0,2018.0,14,120,39.0261865,-77.020099,17:00:00,Friday,2023-12-29
MCP3378000R,2,-1,14,0,0,4,5,6,,D4321274-12D4-4944-A590-1EBC36AC4B68,2,1,,5,6,3,6,2,17,4,30.0,0,2019.0,30,402,39.04685667,-77.05131333,10:30:00,Sunday,2023-10-22
MCP2821001F,2,-1,15,4,4,1,1,6,,0A8FA572-D13E-42DE-BFBB-F6E1E345E6E3,2,1,"RAIN, SNOW, WET",12,15,1,1,13,8,1,40.0,0,2002.0,78,19,39.15434333,-77.14189667,01:58:00,Sunday,2018-12-16
MCP2726007S,2,-1,12,0,0,4,1,6,,54DB64F2-5A95-4DB5-B218-9459243B4634,2,1,,5,11,1,1,13,18,1,35.0,0,2017.0,131,329,39.125292,-77.16499633,13:36:00,Monday,2023-08-14
DM8505000X,2,-1,7,0,-1,4,1,-1,,460EA258-EE3D-425B-AE0A-44D3F4A52A71,2,1,,5,-1,5,9,14,12,0,10.0,0,2011.0,27,183,38.98976978,-76.98950454,12:00:00,Saturday,2023-12-23
MCP32680034,2,-1,4,0,0,4,5,6,,9A0033BC-8B9D-4EB7-B326-2510C718604C,2,1,,7,11,3,6,13,5,4,35.0,0,2017.0,45,193,39.08104317,-76.9464765,10:51:00,Saturday,2023-08-26
MCP3289002N,2,-1,13,0,0,2,1,7,,75BC4D7B-ED99-4F30-B802-2647EF1EF9D6,2,1,,12,-1,5,6,13,8,0,25.0,0,2013.0,131,31,39.10092433,-76.93177117,02:11:00,Sunday,2023-10-01
MCP291700CM,2,-1,16,0,0,4,5,6,,F62476A7-6AE6-4E2E-A0FB-F23B141E1AC7,0,1,,7,11,2,1,13,0,1,35.0,0,2021.0,45,96,39.0591311,-77.0477645,13:55:00,Tuesday,2023-11-07
MCP3230004M,2,-1,9,0,0,4,5,6,,BDCED71E-DDA0-49B1-8B64-6263395DED50,0,1,,7,11,5,9,13,19,4,35.0,0,2021.0,132,360,39.06112944,-77.09090324,18:40:00,Saturday,2023-09-16
MCP2866008K,1,-1,15,1,0,4,1,6,,B493A7E4-B9A9-41DA-963D-C920C24713A5,2,3,,12,11,1,12,13,8,1,25.0,0,2022.0,145,295,39.22717548,-77.24616373,12:30:00,Friday,2023-09-29
MCP3136006Q,2,-1,7,0,-1,3,1,7,,4201A385-1DD5-4437-B283-9E80A6F53615,2,1,,5,11,6,9,0,1,0,5.0,0,2018.0,19,418,39.00025397,-76.99502837,06:32:00,Wednesday,2023-11-29
MCP21930003,2,-1,7,0,-1,4,-1,6,,60FDBEEC-3DA4-4578-9213-9BF5D0A25B0F,2,1,,7,11,3,7,7,0,1,0.0,0,2007.0,100,147,39.13223239,-77.17077971,07:05:00,Tuesday,2017-05-02
MCP12050099,2,-1,13,0,0,4,1,6,,01AA896E-906A-4BCC-89B4-5A558CE5F1EE,2,1,,7,11,1,6,13,8,1,25.0,0,2014.0,45,132,39.01765,-77.064305,14:30:00,Friday,2023-07-21
MCP1491001Y,2,-1,15,0,0,1,-1,6,,5F5CDCC3-61AA-4FD7-BEAC-59834CD4D09A,2,1,,7,11,5,13,16,6,2,40.0,0,2016.0,27,237,39.12288,-77.17766301,06:00:00,Saturday,2023-11-04
MCP3009006T,1,-1,16,0,-1,4,-1,-1,,8E271AE2-4645-4265-B86E-DD09DF4FDAD6,0,2,,7,11,1,1,13,8,1,20.0,0,2018.0,45,193,39.19969077,-77.24987833,11:10:00,Monday,2023-10-16
EJ78580081,2,-1,7,0,0,4,5,6,,03625479-C96F-4157-B434-E1C731C37DCF,0,1,,7,11,1,12,13,8,4,40.0,0,2014.0,73,402,39.11778783,-77.25099212,07:35:00,Wednesday,2023-09-13
MCP9321000M,2,-1,7,0,0,1,-1,-1,,99E425DD-B297-4E21-8D78-A515B7761DE6,2,1,,7,11,5,13,13,5,0,25.0,0,2004.0,110,45,39.0576707,-77.0638561,16:22:00,Monday,2015-11-23
MCP3263003R,2,-1,9,0,0,-1,1,6,,430927F3-A840-41B6-A699-454F5E3CFF86,2,1,,5,4,1,12,13,8,0,35.0,0,2007.0,19,258,39.05324833,-77.11261667,19:01:00,Saturday,2023-10-21
MCP209400N5,2,-1,4,0,0,4,5,6,,AF97CEF3-914D-44B5-8CEE-10698B015B6E,2,1,,12,11,1,1,13,8,0,45.0,0,2023.0,50,372,39.023185,-77.16225167,13:04:00,Friday,2023-12-22
MCP30530070,1,-1,12,0,0,5,5,-1,,FF412C84-0936-481F-BDDC-1261D2818466,0,1,,7,11,0,12,13,8,1,25.0,0,2013.0,117,361,39.05729954,-77.07320493,17:01:00,Monday,2023-11-27
MCP2592003B,2,-1,9,0,0,4,5,6,,95FD70CE-87EA-4630-90E4-EDCD8433DCBF,0,1,,7,11,2,9,14,16,1,30.0,0,2005.0,14,402,39.16911054,-77.19065645,09:30:00,Wednesday,2023-11-01
